Company,Q Number,Quarters,Performance,Weights,Index Returns,Returns,Operating Margins,ROE,ROA,Dividend Yield,Earnings Yield,Debt to Equity,Book Value Per Share,Profit Margin,Total Debt to Total Asset,,,,,,,,,,
MEGAWORLD CORP,1,3/28/18,0,1.16,-0.067604768,-0.091085271,34.8712,14.1075,59478.0392,0,0,46.3703,4.375,20.8709,26.6979,,,,,,,,,,
MEGAWORLD CORP,2,6/29/18,1,1.2,-0.098517136,-0.087420043,41.3747,14.6983,60164.72,0,0,45.8854,4.3965,26.904,24.1046,,,,,,,,,,
MEGAWORLD CORP,3,9/28/18,1,1.22,0.011557367,0.028037383,41.3067,14.3971,50182.771,0,0,37.1531,4.787,29.1747,20.5841,,,,,,,,,,
MEGAWORLD CORP,4,12/28/18,1,1.28,0.026000368,0.079545455,41.7517,14.6658,56165.844,0,0,38.328,4.9191,30.1083,21.1596,,,,,,,,,,
MEGAWORLD CORP,1,3/29/19,1,1.48,0.060930723,0.221052632,34.0885,13.9304,58954.3515,0,0,40.5305,5.0806,26.8681,23.7355,,,,,,,,,,
MEGAWORLD CORP,2,6/28/19,1,1.53,0.009945802,0.051724138,40.1558,14.096,57746.387,0,0,38.3791,5.1845,27.4529,22.6628,,,,,,,,,,
MEGAWORLD CORP,3,9/30/19,0,1.13,-0.027581,-0.283606557,38.0168,13.7423,55606.023,0,0,36.5662,5.2356,28.6385,21.5031,,,,,,,,,,
MEGAWORLD CORP,4,12/27/19,0,1.03,0.004652227,-0.082379863,38.0559,13.5536,55402.656,0,16.1429,37.0297,5.3549,29.1368,21.7625,,,,,,,,,,
MEGAWORLD CORP,1,3/31/20,0,0.93,-0.3191231,-0.376558603,34.6432,13.611,53932.2673,0,0,37.6038,5.5367,30.2614,22.0337,,,,,,,,,,
MEGAWORLD CORP,2,6/30/20,1,0.98,0.166594941,0.22,36.3313,13.1686,53633.479,0,28.8005,38.1617,5.6386,24.363,22.1605,,,,,,,,,,
MEGAWORLD CORP,3,9/30/20,1,1,-0.055332715,-0.029508197,33.4267,11.2143,50997.705,0,20.273,36.0151,5.6773,23.5661,21.133,,,,,,,,,,
MEGAWORLD CORP,4,12/29/20,1,1.14,0.217501701,0.378378378,31.8547,9.3779,46636.287,0,17.5048,42.1046,5.5867,24.0335,23.7693,,,,,,,,,,
MEGAWORLD CORP,1,3/31/21,0,1.1,-0.097569789,-0.12254902,24.6203,6.965,46533.481,0,0,40.7943,5.7275,29.2052,23.0776,,,,,,,,,,
MEGAWORLD CORP,2,6/30/21,0,0.93,0.071211174,-0.097765363,33.1018,5.9673,56083.751,0,9.3303,43.1936,5.4007,25.3211,24.0327,,,,,,,,,,
MEGAWORLD CORP,3,9/30/21,0,0.81,0.007384912,-0.117647059,34.1881,6.5455,55567.534,0,11.4932,41.0669,5.4862,23.5553,23.1743,,,,,,,,,,
MEGAWORLD CORP,4,12/31/21,1,0.87,0.024414343,0.105263158,34.7663,7.679,60186.126,0,15.3073,42.055,5.5954,23.3595,23.5906,,,,,,,,,,
MEGAWORLD CORP,1,3/31/22,0,0.81,0.01134974,-0.044444444,31.9142,8.0961,50426.7137,0,15.6996,41.0186,6.4988,42.79,23.6751,,,,,,,,,,
MEGAWORLD CORP,2,6/30/22,0,0.68,-0.145490993,-0.282392027,38.509,9.3457,50334.732,0,18.1566,39.2803,6.1454,25.0357,22.9488,,,,,,,,,,
MEGAWORLD CORP,3,9/30/22,1,0.68,-0.067316174,-0.055555556,39.2746,9.9798,55749.487,0,27.3708,38.8927,6.2643,21.1262,22.7363,,,,,,,,,,
MEGAWORLD CORP,4,12/29/22,0,0.58,0.143757174,-0.019607843,37.7421,10.0866,63336.015,0,29.7784,42.3658,6.3482,18.2698,24.4319,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,4,12/29/16,1,3.09,-0.103423057,-0.061971831,38.5857,12.6353,72392,-12.6266,7.1429,51.0426,4.7365,21.9337,27.5516,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,1,3/31/17,0,2.34,0.068864902,-0.096096096,36.264,12.7988,78657,0,0,52.1749,4.8229,16.9164,27.9097,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,2,6/30/17,0,2.27,0.072683308,0.061461794,34.4615,12.5826,80080,-14.5169,7.89,52.5723,4.8562,26.1615,27.7084,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,3,9/29/17,1,2.27,0.041854304,0.048513302,41.1998,12.5401,127318,-6.4574,8.7777,77.6956,5.0112,38.2003,35.4144,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,4,12/29/17,0,2.2,0.047358908,0.02238806,34.0685,12.8506,125469.3,0,0,79.9258,5.0743,17.408,35.8358,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,1,3/28/18,0,1.81,-0.067604768,-0.235036496,45.7153,12.5164,139766,0,0,87.6687,5.1143,23.3011,37.535,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,2,6/29/18,0,1.72,-0.098517136,-0.122137405,33.2233,13.985,143259,0,0,84.6768,5.1627,19.6936,36.4941,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,3,9/28/18,1,1.75,0.011557367,0.032608696,35.6027,14.8911,152829,0,0,85.0798,5.3228,24.7715,37.4115,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,4,12/28/18,0,1.67,0.026000368,-0.023157895,29.5207,14.5837,162423,0,0,88.4347,5.3937,16.6682,38.2546,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,1,3/29/19,0,1.65,0.060930723,0.045258621,7.606,12.8372,167572,0,0,89.9959,5.4964,9.0763,38.5509,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,2,6/28/19,0,1.61,0.009945802,-0.010309278,35.4321,12.5943,172056,0,0,89.9665,5.5108,20.3669,38.4141,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,3,9/30/19,1,1.72,-0.027581,0.0375,39.1513,12.4349,185274,0,0,92.0142,5.638,23.3161,39.5883,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,4,12/27/19,0,1.2,0.004652227,-0.301204819,37.3358,12.4549,190881,-21.3229,13.9052,98.2583,5.7222,20.8354,40.8714,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,1,3/31/20,1,1.2,-0.3191231,-0.304597701,0,10.9901,176212,0,0,101.9769,6.0462,0,41.0131,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,2,6/30/20,1,1.59,0.166594941,0.52892562,41.805,10.3623,186963,-43.41,24.4217,104.364,5.928,16.5123,41.4248,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,3,9/30/20,0,1.58,-0.055332715,-0.056756757,34.432,7.566,192359,-23.5673,11.9137,103.6281,6.0358,13.3843,41.6064,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,4,12/29/20,1,1.59,0.217501701,0.226361032,37.8391,6.0434,195497,-10.0062,10.1866,102.7625,6.047,19.1368,41.5083,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,1,3/31/21,0,1.54,-0.097569789,-0.126168224,22.4306,7.4523,184042,0,0,95.3005,6.0247,-2.4723,37.6927,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,2,6/30/21,0,1.5,0.071211174,0.040106952,33.5466,6.8346,177836,-5.6486,10.9985,102.3123,6.1305,66.1711,41.4105,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,3,9/30/21,0,1.39,0.007384912,-0.061696658,34.315,7.1644,184019,-7.1826,11.357,103.2205,6.2438,30.4005,41.9703,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,4,12/31/21,1,1.44,0.024414343,0.068493151,36.1016,7.1106,192217,-9.5922,12.0852,105.4396,6.3361,18.9593,42.5634,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,1,3/31/22,0,1.36,0.01134974,-0.025641026,29.8876,7.6988,197457,-7.0041,12.2472,104.2902,6.4254,-19.8577,42.275,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,2,6/30/22,1,1.48,-0.145490993,-0.071052632,37.4416,7.8908,206118,-5.6724,13.1695,104.5702,6.6081,51.0061,41.984,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,3,9/30/22,1,1.48,-0.067316174,-0.056657224,37.0734,8.3107,218195,-7.1548,15.322,107.1701,6.7964,29.0156,42.9132,,,,,,,,,,
METRO PACIFIC INVESTMENTS CO,4,12/29/22,0,1.33,0.143757174,0.027027027,39.3844,9.0077,228726,-9.6561,17.8397,107.5546,6.9459,27.3423,43.1606,,,,,,,,,,
METROPOLITAN BANK & TRUST,4,12/29/16,0,3.49,-0.103423057,-0.148886284,29.3647,12.9733,-127165,10.1029,9.0149,85.6716,53.5911,19.1409,10.5416,,,,,,,,,,
METROPOLITAN BANK & TRUST,1,3/31/17,1,3.59,0.068864902,0.101928375,39.0741,13.9157,-198922,0,0,98.4651,52.1444,26.2336,10.7888,,,,,,,,,,
METROPOLITAN BANK & TRUST,2,6/30/17,1,3.62,0.072683308,0.09375,38.6016,13.9298,-160132,-15.7778,10.7794,99.6,53.3341,27.9779,10.8965,,,,,,,,,,
METROPOLITAN BANK & TRUST,3,9/29/17,0,3.42,0.041854304,-0.011428571,32.6222,13.9036,-162860,-5.0121,10.0881,100.893,54.7066,18.8591,11.1116,,,,,,,,,,
METROPOLITAN BANK & TRUST,4,12/29/17,1,3.87,0.047358908,0.172254335,30.5895,14.3141,-141689,0,0,101.3186,55.9767,16.6389,11.2987,,,,,,,,,,
METROPOLITAN BANK & TRUST,1,3/28/18,0,3.45,-0.067604768,-0.153846154,37.3714,14.6309,-109031,0,0,126.0841,51.7671,25.7642,12.3697,,,,,,,,,,
METROPOLITAN BANK & TRUST,2,6/29/18,0,4.11,-0.098517136,-0.144522145,36.1307,14.1777,-123895,0,0,101.2619,57.578,26.5073,10.621,,,,,,,,,,
METROPOLITAN BANK & TRUST,3,9/28/18,0,3.71,0.011557367,-0.08719346,33.4434,12.5132,-100837,0,0,91.7264,60.0858,22.3709,11.824,,,,,,,,,,
METROPOLITAN BANK & TRUST,4,12/28/18,1,4.37,0.026000368,0.208208955,35.2767,12.7866,-89105,0,0,79.2593,61.6939,24.6778,10.6232,,,,,,,,,,
METROPOLITAN BANK & TRUST,1,3/29/19,0,4.07,0.060930723,-0.01297097,29.1917,12.6932,-52778,0,0,109.0346,62.9161,23.9305,14.1577,,,,,,,,,,
METROPOLITAN BANK & TRUST,2,6/28/19,0,3.58,0.009945802,-0.108260325,35.3973,12.5174,-48479,0,0,98.4102,64.1928,27.4915,12.9819,,,,,,,,,,
METROPOLITAN BANK & TRUST,3,9/30/19,0,3.54,-0.027581,-0.04,35.8117,11.4745,-62602,0,0,87.9396,65.9276,24.447,11.7806,,,,,,,,,,
METROPOLITAN BANK & TRUST,4,12/27/19,0,3.86,0.004652227,-0.030701754,38.4416,12.2777,-24799,-31.6405,12.8194,110.158,67.7391,28.7429,14.8301,,,,,,,,,,
METROPOLITAN BANK & TRUST,1,3/31/20,0,3.38,-0.3191231,-0.39668175,60.1265,12.8493,-53464,0,0,102.4918,68.8293,44.5346,13.3191,,,,,,,,,,
METROPOLITAN BANK & TRUST,2,6/30/20,0,2.69,0.166594941,-0.075,29.2745,12.6295,-36500,-2.4736,19.5827,83.6612,67.7149,22.1531,11.0411,,,,,,,,,,
METROPOLITAN BANK & TRUST,3,9/30/20,1,2.93,-0.055332715,0.032432432,13.8132,10.83,-218728,21.0006,18.8041,59.051,71.7319,7.9023,8.4387,,,,,,,,,,
METROPOLITAN BANK & TRUST,4,12/29/20,1,3.1,0.217501701,0.284031414,12.0478,8.2581,-316854,61.6043,13.7066,60.8771,71.1086,6.2622,8.512,,,,,,,,,,
METROPOLITAN BANK & TRUST,1,3/31/21,1,3.1,-0.097569789,-0.094801223,19.8576,6.4239,-228824,0,0,69.6865,72.1049,16.6557,9.4567,,,,,,,,,,
METROPOLITAN BANK & TRUST,2,6/30/21,1,3.17,0.071211174,0.096846847,36.1972,7.2103,-200253,24.5602,11.0368,72.0598,68.1683,28.8362,9.5864,,,,,,,,,,
METROPOLITAN BANK & TRUST,3,9/30/21,0,2.82,0.007384912,-0.102669405,21.7817,6.9583,-248536,-14.629,10.1021,74.2957,69.6298,15.9216,9.6773,,,,,,,,,,
METROPOLITAN BANK & TRUST,4,12/31/21,1,3.48,0.024414343,0.274599542,25.8967,7.768,-216524,32.0962,12.5914,46.0066,70.5158,18.2057,6.1809,,,,,,,,,,
METROPOLITAN BANK & TRUST,1,3/31/22,1,3.45,0.01134974,0.023339318,33.1355,9.2026,-262512,38.6877,11.809,46.1734,70.8397,24.5224,6.0462,,,,,,,,,,
METROPOLITAN BANK & TRUST,2,6/30/22,0,3.39,-0.145490993,-0.161403509,38.7038,9.9921,-373150,9.5392,11.9002,57.533,67.5588,28.9138,6.8146,,,,,,,,,,
METROPOLITAN BANK & TRUST,3,9/30/22,1,3.64,-0.067316174,0.014644351,40.4109,11.7498,-270347,14.4541,16.856,53.782,67.4721,27.7362,6.3165,,,,,,,,,,
METROPOLITAN BANK & TRUST,4,12/29/22,0,3.56,0.143757174,0.113402062,37.5869,12.823,-147374,-39.946,18.4077,72.1187,68.6857,28.8556,8.4023,,,,,,,,,,
PETRON CORP,4,12/29/16,1,0.71,-0.103423057,-0.02259332,6.2416,25.3587,142697,26.9168,22.3319,182.6936,9.0798,2.3258,54.324,,,,,,,,,,
PETRON CORP,1,3/31/17,0,0.58,0.068864902,-0.105527638,7.2406,28.4823,152658,0,0,191.6438,9.0112,3.1508,53.3778,,,,,,,,,,
PETRON CORP,2,6/30/17,1,0.57,0.072683308,0.087640449,8.3242,31.6292,151268,-3.5931,32.2289,184.0216,9.2854,4.9008,52.8071,,,,,,,,,,
PETRON CORP,3,9/29/17,1,0.59,0.041854304,0.082644628,5.6661,30.5465,150844,-0.7207,29.6121,179.17,9.6421,2.3402,53.7379,,,,,,,,,,
PETRON CORP,4,12/29/17,0,0.49,0.047358908,-0.125,7.0542,32.7987,144259,0,0,168.9844,9.8001,2.9987,50.7776,,,,,,,,,,
PETRON CORP,1,3/28/18,1,0.53,-0.067604768,0.0087241,4.5963,31.032,153904,0,0,171.9431,9.9887,1.6315,50.6724,,,,,,,,,,
PETRON CORP,2,6/29/18,1,0.56,-0.098517136,-0.04,6.8127,29.1098,153168,0,0,159.774,10.9236,4.2777,48.9979,,,,,,,,,,
PETRON CORP,3,9/28/18,0,0.54,0.011557367,-0.021396396,4.686,29.3075,165994,0,0,169.6868,11.2087,2.3347,51.4443,,,,,,,,,,
PETRON CORP,4,12/28/18,0,0.47,0.026000368,-0.112773303,4.5708,31.2226,177908,0,0,216.0526,9.2075,1.5291,52.4685,,,,,,,,,,
PETRON CORP,1,3/29/19,0,0.37,0.060930723,-0.158236057,-2.4221,21.8596,183505,0,0,233.2131,8.4766,-3.5732,56.1203,,,,,,,,,,
PETRON CORP,2,6/28/19,0,0.33,0.009945802,-0.103235747,3.9058,16.6244,184263,0,0,253.6721,8.3121,0.8871,56.3422,,,,,,,,,,
PETRON CORP,3,9/30/19,0,0.29,-0.027581,-0.140893471,3.7789,12.9867,169232,0,0,201.5237,10.386,0.8614,54.6721,,,,,,,,,,
PETRON CORP,4,12/27/19,0,0.22,0.004652227,-0.228,3.2196,11.4862,176890,-64.0142,22.4853,220.9244,10.3683,0.6977,58.1978,,,,,,,,,,
PETRON CORP,1,3/31/20,0,0.21,-0.3191231,-0.344559585,1.7543,19.6229,185471,0,0,237.9271,9.1342,-1.0633,55.6982,,,,,,,,,,
PETRON CORP,2,6/30/20,1,0.22,0.166594941,0.221343874,-4.2142,8.9492,196199,-86.4117,29.1963,273.4768,8.1958,-4.4101,61.6965,,,,,,,,,,
PETRON CORP,3,9/30/20,1,0.23,-0.055332715,-0.01618123,-21.2302,-11.6683,187439,-35.5931,-28.0682,282.5947,4.4799,-19.1645,64.6119,,,,,,,,,,
PETRON CORP,4,12/29/20,1,0.25,0.217501701,0.3125,6.5222,-11.5146,183520,21.7226,-28.1965,258.7945,4.52,2.0695,62.9021,,,,,,,,,,
PETRON CORP,1,3/31/21,0,0.21,-0.097569789,-0.233082707,8.2396,-5.5979,185456,0,0,247.07,8.5065,1.5172,60.8941,,,,,,,,,,
PETRON CORP,2,6/30/21,1,0.22,0.071211174,0.088235294,4.3946,4.4312,179262,35.9351,11.9948,246.8754,8.3701,1.6805,60.5513,,,,,,,,,,
PETRON CORP,3,9/30/21,0,0.2,0.007384912,-0.075075075,5.8211,25.3804,169650,-9.2187,60.4188,177.8908,11.3743,2.2131,54.9877,,,,,,,,,,
PETRON CORP,4,12/31/21,1,0.2,0.024414343,0.029220779,3.8002,25.5028,177688,-32.7269,66.3065,185.2809,11.4957,0.8566,55.5016,,,,,,,,,,
PETRON CORP,1,3/31/22,1,0.2,0.01134974,0.041009464,2.5969,18.7817,190659,-94.5453,57.9258,205.022,11.0471,0.6506,55.8137,,,,,,,,,,
PETRON CORP,2,6/30/22,1,0.21,-0.145490993,-0.081818182,4.8923,23.7912,193838,-108.0618,71.0621,201.0614,11.3434,1.8847,54.9736,,,,,,,,,,
PETRON CORP,3,9/30/22,0,0.19,-0.067316174,-0.158415842,3.3534,22.4663,216152,-163.9586,85.4841,224.9395,11.6839,1.5531,53.9199,,,,,,,,,,
PETRON CORP,4,12/29/22,0,0.16,0.143757174,-0.058823529,0.2072,18.6871,226003,-166.0761,84.9227,228.7104,11.6809,0.1625,57.681,,,,,,,,,,
PLDT INC,4,12/29/16,0,4.65,-0.103423057,-0.202686916,16.5952,15.5895,132564,3.9512,4.508,153.4767,481.5787,8.4834,35.5193,,,,,,,,,,
PLDT INC,1,3/31/17,1,5.37,0.068864902,0.205860806,19.5381,22.3797,143246,0,0,170.4783,498.4491,10.3847,38.9443,,,,,,,,,,
PLDT INC,2,6/30/17,1,5.31,0.072683308,0.092345079,22.2313,24.1039,134743,2.8263,7.2614,158.7406,506.6852,12.634,37.4683,,,,,,,,,,
PLDT INC,3,9/29/17,0,4.71,0.041854304,-0.072302558,18.9746,26.8305,130514,-0.2613,7.9071,142.3089,546.3935,29.0431,37.5838,,,,,,,,,,
PLDT INC,4,12/29/17,0,3.96,0.047358908,-0.112709832,15.7349,27.8683,140489,0,0,147.1031,527.1991,13.3829,38.6572,,,,,,,,,,
PLDT INC,1,3/28/18,1,4.23,-0.067604768,-0.006756757,-32.7589,8.8889,138532,0,0,155.2495,492.2778,-21.3385,37.5695,,,,,,,,,,
PLDT INC,2,6/29/18,0,4.22,-0.098517136,-0.12244898,17.1477,7.1054,134319,0,0,151.8568,502.5926,17.0341,36.8304,,,,,,,,,,
PLDT INC,3,9/28/18,1,4.36,0.011557367,0.046511628,18.983,7.0309,127120,0,0,156.3569,521.6435,11.6505,38.8543,,,,,,,,,,
PLDT INC,4,12/28/18,0,3.55,0.026000368,-0.166666667,16.5545,7.6269,129171,0,0,157.5227,504.4815,11.1526,38.0644,,,,,,,,,,
PLDT INC,1,3/29/19,0,3.41,0.060930723,0.022222222,-19.3354,12.6254,123457,0,0,151.0946,517.8148,6.5743,36.515,,,,,,,,,,
PLDT INC,2,6/28/19,1,3.79,0.009945802,0.12173913,25.3705,15.76,145753,0,0,168.1362,503.9398,16.5148,38.4955,,,,,,,,,,
PLDT INC,3,9/30/19,0,3.42,-0.027581,-0.12248062,24.334,17.0178,163072,0,0,164.6307,527.1481,13.2935,38.9012,,,,,,,,,,
PLDT INC,4,12/27/19,0,2.97,0.004652227,-0.127208481,19.714,19.1675,169681,8.2707,8.5679,174.8706,507.7917,8.9254,39.1782,,,,,,,,,,
PLDT INC,1,3/31/20,1,4.92,-0.3191231,0.142712551,23.8229,35.2858,184188,0,0,179.6122,516.0972,14.5807,39.7829,,,,,,,,,,
PLDT INC,2,6/30/20,0,4.69,0.166594941,0.107174491,25.4731,37.053,184985,-4.3406,16.4861,196.1187,500.9769,13.5453,40.6473,,,,,,,,,,
PLDT INC,3,9/30/20,1,5.29,-0.055332715,0.0712,25.0598,35.8773,204413,-17.5451,15.1613,211.272,529.5926,14.7787,45.1694,,,,,,,,,,
PLDT INC,4,12/29/20,0,4.37,0.217501701,0.000746826,25.4544,39.7421,207067,-10.3588,15.352,203.0434,526.8889,15.9335,44.0078,,,,,,,,,,
PLDT INC,1,3/31/21,1,4.39,-0.097569789,-0.08880597,5.0919,31.9664,201396,0,0,202.8914,531.9352,9.6208,42.1623,,,,,,,,,,
PLDT INC,2,6/30/21,0,4.35,0.071211174,0.058968059,21.2336,32.4613,209352,0.5648,13.3595,212.9,504.2083,12.1088,41.4017,,,,,,,,,,
PLDT INC,3,9/30/21,1,5.59,0.007384912,0.299303944,19.8075,29.4244,231405,6.7114,12.1324,212.9259,536.8565,14.9248,42.7672,,,,,,,,,,
PLDT INC,4,12/31/21,1,5.84,0.024414343,0.078571429,23.2745,29.4191,248821,-0.1204,9.1695,228.3233,520.6481,12.2841,43.7112,,,,,,,,,,
PLDT INC,1,3/31/22,1,5.78,0.01134974,0.020971302,20.0623,34.31,248095,-1.1341,10.4117,215.1516,568.0833,15.2224,43.7858,,,,,,,,,,
PLDT INC,2,6/30/22,1,6.15,-0.145490993,-0.091891892,16.3211,33.4811,249087,-2.2392,9.6864,218.6999,566.5185,18.2218,43.8555,,,,,,,,,,
PLDT INC,3,9/30/22,0,5.85,-0.067316174,-0.102380952,-8.7124,20.2502,248293,1.5671,6.8404,218.9607,598.4306,15.123,44.6608,,,,,,,,,,
PLDT INC,4,12/29/22,0,4.48,0.143757174,-0.126657825,24.2974,22.1703,272537,8.5252,8.0043,230.3466,568.5231,20.8639,45.8199,,,,,,,,,,
PUREGOLD PRICE CLUB INC,4,12/29/16,1,0,-0.103423057,0,7.201,19.7158,4986.0445,0.0227,6.6659,14.7516,15.2083,4.979,10.5256,,,,,,,,,,
PUREGOLD PRICE CLUB INC,1,3/31/17,0,1.07,0.068864902,0,8.3726,19.849,1083.6042,0,0,17.4521,15.612,5.557,11.5238,,,,,,,,,,
PUREGOLD PRICE CLUB INC,2,6/30/17,0,1.13,0.072683308,0.019450801,6.7251,19.7159,5643.804,-0.5382,6.8495,16.2326,16.0731,4.632,11.6884,,,,,,,,,,
PUREGOLD PRICE CLUB INC,3,9/29/17,1,1.26,0.041854304,0.170594837,6.034,19.5311,4772.5085,-0.0003,6.8402,14.62,16.5117,4.1759,10.7469,,,,,,,,,,
PUREGOLD PRICE CLUB INC,4,12/29/17,0,1.15,0.047358908,-0.041227229,6.6144,19.0468,4158.9711,0,0,12.6002,17.0218,4.5525,9.2855,,,,,,,,,,
PUREGOLD PRICE CLUB INC,1,3/28/18,1,1.25,-0.067604768,0.049,11.0817,21.7513,23573.773,0,0,67.9149,16.8714,4.2953,34.5056,,,,,,,,,,
PUREGOLD PRICE CLUB INC,2,6/29/18,0,1.18,-0.098517136,-0.111534795,7.634,21.8984,6861.263,0,0,19.0347,17.8591,4.3689,13.9312,,,,,,,,,,
PUREGOLD PRICE CLUB INC,3,9/28/18,0,1.12,0.011557367,-0.034334764,6.7103,22.2119,3532.5351,0,0,11.9751,18.4579,4.9093,8.954,,,,,,,,,,
PUREGOLD PRICE CLUB INC,4,12/28/18,0,1.04,0.026000368,-0.044444444,7.126,22.5393,3062.0906,0,0,10.6267,19.0137,4.0717,7.9686,,,,,,,,,,
PUREGOLD PRICE CLUB INC,1,3/29/19,1,1.1,0.060930723,0.118604651,7.496,20.5298,23785.5733,0,0,65.0976,19.1698,4.2741,34.2186,,,,,,,,,,
PUREGOLD PRICE CLUB INC,2,6/28/19,0,1.01,0.009945802,-0.065488565,7.3689,19.3587,19882.6521,0,0,47.0856,20.3945,4.3271,28.9856,,,,,,,,,,
PUREGOLD PRICE CLUB INC,3,9/30/19,0,0.91,-0.027581,-0.131256952,6.1191,18.8365,18431.2794,0,0,45.5916,20.8724,3.6307,28.6724,,,,,,,,,,
PUREGOLD PRICE CLUB INC,4,12/27/19,1,0.92,0.004652227,0.017925736,7.2444,18.766,18736.4489,3.0555,9.7175,44.336,21.5607,4.4525,28.5119,,,,,,,,,,
PUREGOLD PRICE CLUB INC,1,3/31/20,1,1.22,-0.3191231,-0.083018868,8.4805,19.8129,14198.9355,0,0,50.5939,21.5701,4.9747,28.8281,,,,,,,,,,
PUREGOLD PRICE CLUB INC,2,6/30/20,1,1.34,0.166594941,0.271604938,7.2443,19.2808,14826.4413,2.8168,11.2491,48.9732,22.0727,4.3059,29.0535,,,,,,,,,,
PUREGOLD PRICE CLUB INC,3,9/30/20,1,1.49,-0.055332715,0.057173679,6.6983,19.6576,12892.6277,2.3965,9.2314,46.0875,22.754,3.9841,27.6325,,,,,,,,,,
PUREGOLD PRICE CLUB INC,4,12/29/20,0,1.03,0.217501701,-0.163265306,7.1041,19.1034,15576.5513,-6.3732,8.7068,63.2058,23.3297,4.2177,35.0264,,,,,,,,,,
PUREGOLD PRICE CLUB INC,1,3/31/21,1,1.09,-0.097569789,-0.041463415,10.2347,20.4871,10367.2794,0,0,66.4257,23.8708,6.3528,34.5783,,,,,,,,,,
PUREGOLD PRICE CLUB INC,2,6/30/21,0,1.05,0.071211174,0.030534351,8.7633,20.4154,21036.4359,-7.9539,12.1452,64.4476,12.2255,5.3551,35.6482,,,,,,,,,,
PUREGOLD PRICE CLUB INC,3,9/30/21,1,1.14,0.007384912,0.098765432,7.3769,20.0168,15663.2018,-8.1202,11.8632,63.9361,25.2566,5.1102,35.7829,,,,,,,,,,
PUREGOLD PRICE CLUB INC,4,12/31/21,0,0.97,0.024414343,-0.116853933,7.4778,19.7297,15354.4735,2.5698,10.9055,62.282,25.8663,4.4783,35.2725,,,,,,,,,,
PUREGOLD PRICE CLUB INC,1,3/31/22,0,0.86,0.01134974,-0.090330789,7.9341,17.9781,5347.1037,2.4734,11.478,61.86,26.3117,5.0024,33.485,,,,,,,,,,
PUREGOLD PRICE CLUB INC,2,6/30/22,0,0.85,-0.145490993,-0.158041958,8.9625,17.6739,11344.1901,2.8811,12.7616,60.2558,26.9198,5.5865,34.131,,,,,,,,,,
PUREGOLD PRICE CLUB INC,3,9/30/22,1,0.84,-0.067316174,-0.061461794,7.5981,17.852,13092.0349,3.6487,15.7222,59.6927,27.7699,4.6832,34.1899,,,,,,,,,,
PUREGOLD PRICE CLUB INC,4,12/29/22,1,0.91,0.143757174,0.23539823,7.7477,18.1493,18170.5347,4.0678,17.4841,59.4493,28.5633,5.0177,34.2421,,,,,,,,,,
ROBINSONS LAND CO,4,12/29/16,0,1.32,-0.103423057,-0.161290323,34.12,14.3251,24722.9916,0.3801,6.6866,42.087,14.4847,20.6094,21.5529,,,,,,,,,,
ROBINSONS LAND CO,1,3/31/17,0,1.12,0.068864902,-0.115384615,0,0,0,0,0,0,0,0,0,,,,,,,,,,
ROBINSONS LAND CO,2,6/30/17,0,1.02,0.072683308,0.054347826,36.2231,13.6123,39610.4953,16.1514,8.7672,67.9842,14.7556,25.4014,33.0064,,,,,,,,,,
ROBINSONS LAND CO,3,9/29/17,1,1.02,0.041854304,0.043298969,39.5575,13.6148,41642.667,19.0665,8.4266,68.3155,15.1146,27.548,33.5507,,,,,,,,,,
ROBINSONS LAND CO,4,12/29/17,0,0.81,0.047358908,-0.158102767,41.6574,13.7455,44752.7741,0,0,70.7329,15.5165,29.3578,34.1913,,,,,,,,,,
ROBINSONS LAND CO,1,3/28/18,1,1.17,-0.067604768,-0.063849765,34.7686,13.3336,49279.1076,0,0,76.2247,15.8421,22.3281,34.6694,,,,,,,,,,
ROBINSONS LAND CO,2,6/29/18,1,1.04,-0.098517136,-0.067201605,35.5915,11.7259,32435.1713,0,0,40.482,17.0526,24.2727,23.6009,,,,,,,,,,
