Earnings per Share,Operating Margins,ROE,EPS Growth,Earnings Yield,Debt to Equity,Book Value Per Share,Net Debt to EBITDA,Current Ratio,Profit Margin,Total Debt to Total Asset,Return on Capital,FCF to Basic Share,Tangible Book value per Share,Performance
8.32,15.22,20.39,23.99,6.29,79.81,314.77,3.71,1.16,9.45,37.19,9.05,-6.29,293.77,0.0276
9.55,16.69,21.37,5.54,NA,75.4,317.64,3.35,1.26,7.91,35.33,9.33,12.52,296.65,0.0297
7.48,14.67,20.21,-15.67,7.69,79.02,316.3,3.7,1.14,8.86,36.83,8.74,-10.08,295.35,0.0695
-1.59,6.21,15.92,NA,5.3,77.96,317.91,4.65,1.04,-2.58,36.36,6.48,-14.27,297.02,0.1034
6.74,11.91,13.9,-18.99,5.04,76.98,323.65,5.13,1.08,10.02,36.17,5.93,-0.09,302.8,-0.0187
6.78,10.43,10.39,-28.99,NA,78.95,335.25,6.17,1.06,7.31,36.41,5.05,11.8,314.83,-0.0075
7.86,14.31,9.72,5.08,3.32,77.71,340.39,6.78,1.22,10.84,36.58,4.95,-10.81,320.03,-0.0255
8.82,13.6,11.37,NA,3.78,79.43,347.19,6.42,1.23,12.32,37.26,6.43,-2.77,323.32,0.0128
5.93,9.02,10.67,-12.02,3.65,82.39,353.81,6.8,1.31,8.43,38.32,6.19,-9.01,327.47,-0.0301
10.93,13.77,12.25,61.19,4.59,81.17,371.58,5.7,1.17,8.94,37.14,6.64,9.31,337.75,-0.0169
10.79,15.4,13.09,37.28,5.11,81.26,370.2,5.33,1.25,12.25,37.63,7.02,-1.1,343.97,-0.0719
12.22,15.01,14.47,38.55,6.62,88.23,368.78,5.2,1.28,12.2,39.58,7.28,-10.95,342.59,-0.0474
12.54,16,16.78,111.5,8.63,85.13,387.26,4.55,1.25,11.7,38.92,8.08,14.74,353.63,0.0058
0.23,46.65,15.91,13.37,4.47,69.94,8.33,3.19,1.29,32.16,35.01,7.33,0.07,8.33,0.1105
0.27,46.38,16.3,15.38,3.94,77.49,8.34,3.26,1.6,34.26,37.23,7.35,0.06,8.34,-0.0707
0.2,46.76,16.74,15.98,NA,75.32,8.59,3.08,1.66,26.4,36.38,7.38,-0.04,8.59,0.0934
0.26,39.99,16.57,18.49,NA,73.65,8.97,2.98,1.61,28.69,35.96,7.57,0.44,8.97,0.002
0.26,47.5,16.68,14.85,NA,75.23,9.18,3.02,2.07,32.53,36.14,7.62,0.25,9.18,0.0411
0.31,46.45,17.48,15.93,NA,78.67,9.05,3.16,1.87,34.17,36.83,7.79,0.18,9.05,-0.0337
0.24,46.58,17.63,20.41,NA,82.92,9.25,3.21,1.95,27.5,37.81,7.88,-0.59,9.25,0.1653
0.3,45.45,18.09,15.93,NA,79.84,9.53,3.16,1.45,29.58,36.88,8.1,0.48,9.53,-0.006
0.31,48.93,18.2,15.97,NA,86.04,9.93,3.47,1.26,33.14,38.71,7.99,0.12,9.93,-0.0357
0.36,47.36,19.22,16.29,NA,84.66,9.84,3.23,1.34,34.43,37.77,8.4,0.04,9.84,0.0536
0.29,48.48,19.53,21.61,5.07,84.38,10.05,3.13,1.35,29.64,37.48,8.43,0.02,10.05,-0.0801
0.36,47.15,19.68,20.13,NA,82.37,10.42,3.17,1.6,31.52,37.34,8.73,-0.4,10.42,0.0303
0.29,46.07,18.92,-5.57,6.78,88.5,10.42,3.31,1.29,32.26,38.89,8.18,0.07,10.42,0.127
0.07,24.98,15.63,-79.95,4.96,83.72,10.37,4.09,1.24,11.81,37.19,6.76,-0.44,10.37,-0.0063
0.14,36.55,12.92,-52.61,4.51,86.6,10.47,4.93,1.27,23.15,37.97,5.91,-0.27,10.47,-0.0451
0.13,30.68,9.53,-65.34,NA,91.26,10.71,6.4,1.16,17.14,39.25,4.42,-0.31,10.71,-0.0216
0.22,41.68,8.39,-22.22,2.56,89.09,10.92,7.13,1.51,31.14,38.76,4,-0.14,10.92,0.092
0.18,36.49,9.3,145.21,2.73,93.01,11.07,6.96,1.39,25.47,39.83,4.54,-0.36,11.07,0.0067
0.14,34.94,8.96,0.74,2.97,97.29,11.24,7.38,1.63,25.27,41.14,4.44,-0.14,11.24,-0.0283
0.21,42.55,10.09,69.48,3.31,97.54,11.53,6.61,1.39,24.19,40.54,4.72,0.03,11.53,-0.1101
0.26,44.74,10.47,14.73,3.15,92.57,11.86,5.81,1.37,31.04,38.6,4.89,-0.02,11.86,0.0107
0.23,47.51,11.38,29.61,3.57,111.01,11.88,6.51,1.5,29.81,44.26,4.81,-0.61,11.88,0.1052
0.27,48.58,13.44,100,5.24,108.24,12.21,5.63,1.5,28.92,43.84,5.37,0.14,12.21,0.1112
1.53,13.13,22.01,-29.49,4.39,56.83,33.57,1.39,1.68,10.98,29.6,13.81,-0.18,14.03,0.0219
1.31,11.91,21.35,-19.14,4.21,56.25,34.31,1.51,1.77,9.58,29.51,13.73,0.26,14.77,-0.0689
0.89,9.97,19.48,-48.26,NA,51.83,35.19,1.4,1.89,6.19,27.85,12,1.23,15.66,-0.0764
1.21,12.84,19.11,-14.77,NA,47,36.93,1.11,1.92,8.21,26,10.33,1.46,17.41,-0.1039
1.34,11.27,19.13,-12.42,NA,58.59,34.63,1.54,1.56,9.63,29.44,10.03,0.38,15.13,-0.0592
0.84,10.15,18.2,-35.88,NA,54.78,36.12,1.5,1.71,5.67,29.08,9.03,0.15,16.62,0.0742
0.9,10.69,17.83,1.12,NA,51.23,37.42,1.33,1.77,6.45,27.7,9.02,2.04,17.94,-0.1054
1.09,10.23,16.2,-10.25,NA,47.55,38.02,1.34,1.7,7.45,26.29,8.87,0.33,18.54,0.1826
1.38,11.86,17.78,2.99,NA,51.79,36.18,1.52,1.45,9.12,26.83,9.04,0.32,16.71,-0.1471
0.95,10.89,17.51,13.1,NA,48.07,37.57,1.35,1.53,6.2,25.6,9.18,0.5,18.11,0.136
0.85,10.41,16.95,-5.56,4.17,47.53,39.28,1.36,1.6,5.7,26.09,8.85,1.61,19.83,0.0822
1.26,11.57,17.28,15.52,NA,49.07,40.81,1.16,1.86,8.07,27.69,8.68,0.59,21.36,-0.0326
0.9,11.86,18.05,-34.78,6.56,46.14,39.37,0.92,1.62,5.94,25.39,8.18,0.55,19.92,-0.0752
1.61,12.58,18.21,69.47,5.45,42.34,40.29,0.91,1.84,10.43,24.07,9.46,2.29,20.85,0.0363
0.89,11.35,17.98,4.71,5.38,45.57,40.92,1.18,1.18,6.09,25.63,9.2,-0.42,21.48,0.0834
1.47,14.83,15.25,-23.3,NA,49.23,41.86,1.36,1.22,24.27,27.32,9,1.13,22.44,0.0861
1.36,13.14,15.11,40.2,4.7,46.12,43.45,1.32,1.28,10.23,26.32,9.68,-0.69,23.83,-0.0794
2.29,11.93,13.91,35.62,4.06,48.51,44.02,1.6,1.2,17.71,26.74,10.47,-1.04,24.4,-0.0303
1.12,9.03,12.63,3.71,3.93,18.77,43.63,0.25,1.56,8.85,10.24,11.86,1.17,43.05,0.0153
5.81,9.5,12.13,2.39,4.33,16.76,49.71,0.05,1.73,49.7,11.99,18.07,0.7,39.09,-0.0669
1.58,11.37,12.43,25.22,4.67,18.83,47.64,0.16,1.46,9.71,12.57,18.36,0.43,37.04,-0.0825
1.25,9.37,12.12,-42.75,5.06,22.39,48.94,0.55,1.53,7.72,15.24,16.02,0.12,38.16,-0.066
1.44,9.24,12.82,56.01,5.29,20.73,50.56,0.42,1.56,8.56,14.07,18.26,1.11,39.63,0.0629
0.61,4.5,14.02,-49.45,NA,107.59,45.32,5.31,1.94,3.84,46.64,7.49,1.66,31.4,0.1956
0.71,9.42,13.95,1.43,12.73,108.06,45.31,6.44,1.8,5.28,46.88,8.1,2.35,31.37,-0.0683
1.15,13.48,13.63,-17.86,11.33,103.86,46.42,5.36,1.79,7.81,46.1,8.05,-0.52,32.3,-0.151
1.34,13.98,12.52,-20.71,NA,104.77,47.35,5.44,1.85,10.23,46.57,7.67,1.65,32.83,0.1289
1.09,6.42,18.8,55.8,NA,139.43,22.98,4.71,1.78,13.81,52.03,10.2,1.44,16.21,0.1114
1.02,14.19,20.08,161.54,11.21,147.14,21.66,4.7,1.59,15.44,53.19,11.64,1.35,15.03,-0.0383
1.4,17.18,18.76,45.83,10.96,135.69,23.12,4.76,1.59,17.89,51.74,12.13,-0.01,16.42,0.1027
1.24,16.01,16.21,-4.21,NA,127.8,24.46,4.93,1.5,18.44,50.34,11.95,1.37,17.45,0.0385
0.49,12.58,15.25,-13.42,NA,59.93,22.66,2.76,2.36,7.64,29.32,5.57,1.72,18.7,0.0048
0.52,20.57,15.87,25.24,32.19,55.75,26.37,2.46,2.21,9.73,27.53,6.02,-0.29,21.87,0.2986
0.51,21.62,15.68,9.84,30.22,61.11,27.09,3.14,2.44,9.57,30.72,6.02,-0.34,22.51,0.0489
0.42,21.23,15.87,4.64,NA,60.65,28.27,3.45,2.37,7.32,30.74,6.2,-0.65,23.64,0.0907
5.16,6.05,8.02,-61.91,NA,97.91,581.22,11.41,1.75,4.51,39.42,6.36,-27.53,510.91,0.094
16,12.21,8.6,32.78,7.79,97.63,594.08,11.17,1.78,15.48,39.92,6.52,-13.81,524.79,-0.0156
12.69,7.66,7.11,-3.28,6.83,94.38,622.91,12.61,1.84,11.3,39.38,6.34,-8.64,557.92,-0.0545
21.36,21.34,8.76,81.48,NA,90.03,642.38,10.89,1.67,19.94,38.86,6.66,-16.33,576.47,-0.0336
5.16,6.05,8.02,-61.91,NA,97.91,581.22,11.41,1.75,4.51,39.42,6.36,-27.53,510.91,-0.0366
16,12.21,8.6,32.78,7.79,97.63,594.08,11.17,1.78,15.48,39.92,6.52,-13.81,524.79,0.2041
12.69,7.66,7.11,-3.28,6.83,94.38,622.91,12.61,1.84,11.3,39.38,6.34,-8.64,557.92,-0.1294
21.36,21.34,8.76,81.48,NA,90.03,642.38,10.89,1.67,19.94,38.86,6.66,-16.33,576.47,-0.0781
1.84,37.28,16.82,41.43,NA,31.39,64.61,NA,NA,29.36,3.86,9.82,NA,64.61,0.1227
2.68,49.35,17.97,64.99,11.52,30.58,73.19,NA,NA,38.26,3.82,NA,NA,73.19,-0.0041
2.63,48.85,17.74,3.89,10.84,32.55,67.96,NA,NA,38.44,4.1,NA,NA,NA,0.0151
2.72,48.33,18.33,32.59,NA,29.76,70.7,NA,NA,38.16,3.86,NA,NA,NA,0.0664
2.15,60.08,16.81,8.4,NA,45.99,86.08,NA,NA,46.2,5.21,8.71,NA,83.88,0.0763
3.13,34.82,17.94,44.65,10.75,37.97,88.81,NA,NA,26.48,4.42,NA,NA,NA,-0.1958
3.55,36.61,19.37,53.24,11.13,36.39,91.39,NA,NA,28.61,4.29,NA,NA,NA,0.2259
3.55,35.87,19.76,16.39,NA,36.27,93.83,NA,NA,27.66,4.25,NA,NA,NA,0.0765
0.94,NA,NA,153.78,NA,NA,NA,NA,NA,17.66,NA,NA,NA,NA,0.1886
0.57,36.22,0,-32.94,NA,40.8,7.65,NA,2.38,23.06,20.74,NA,0.62,7.65,0.0695
0.62,33.73,0,-8.82,NA,36.53,8.27,NA,2.97,22.3,20.59,NA,1.48,8.27,-0.0315
0.31,18.14,0,-43.64,NA,33.78,8.58,NA,3.37,18.23,19.72,NA,0.23,8.58,-0.2073
0.19,15.97,14.92,10.27,NA,27.54,5.55,0.82,2.73,14.29,17.28,9.87,-0.02,3.67,0.0673
0.15,19.7,14.93,15.38,3.9,28.59,5.75,0.76,2.63,14.87,17.73,9.77,0.06,3.85,-0.1438
0.15,21.03,14.09,-25,3.65,27.91,5.67,1.1,2.88,15.56,18.05,9.39,0.02,3.73,0.0102
0.13,19.1,14.18,5.09,NA,27.25,5.84,1.15,3.09,12.84,17.98,9.34,-0.07,3.89,0.0049
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0673
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1438
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0049
0.02,21.38,22.78,70.37,NA,54.67,0.65,1.04,1.63,10.99,30.1,9.34,0.02,0.4,0.0306
0.03,26.7,24.13,47.06,53.25,52,0.68,0.68,1.74,13.68,28.98,10.15,0.08,0.43,-0.1033
0.05,24.21,25.65,39.39,50.82,50.35,0.69,0.65,1.71,12.16,28.52,11.3,0,0.44,-0.0099
0.02,24.68,26.27,23.1,NA,49.23,0.7,0.64,1.76,13.31,28.23,11.84,0,0.46,0.129
54.7,51.14,38.29,34.33,NA,188.44,1043.99,2.81,0.66,18.08,51.73,10.62,-97.8,869.88,-0.0376
47.49,26.9,39.17,-52.51,20.87,189.78,1073.41,2.81,0.59,16.11,51.17,8.84,-48.61,903.55,-0.0699
39.52,25.09,40.1,1.3,22.34,205.2,1088.66,2.94,0.56,15.9,53.32,8.68,-12.96,909.12,-0.1348
32.08,19.96,38.68,-35.67,NA,204.58,1099.44,3.07,0.51,11.22,53.27,8.16,13.49,920.84,-0.0665
15.9,4.32,7.09,47.6,NA,70.64,931.44,7.18,1.94,5.68,36.07,7.98,-68.34,884.88,-0.0828
30.19,10.4,8.39,54.03,15.25,65.8,975.62,6.13,1.9,10.61,34.03,8.94,-14.63,929.13,-0.0971
44.89,14.97,12,164.77,22.48,56.97,1027.64,3.78,2.04,13.97,30.91,11.08,119.89,981.22,0.1964
28.15,7.15,11.45,-6.73,NA,53.26,1071,3.84,1.88,9.63,29.35,11.1,46.99,1024.41,0.003
0.07,49.65,83.1,46.9,NA,221.5,0.7,2.12,1,25.41,54.22,17.71,0.13,-0.48,-0.0816
0.07,49.14,100.71,12.31,14.36,242.38,0.61,2.27,0.88,27.02,54.91,18.97,0.1,-0.58,0.1333
0.08,50.56,93.76,5.63,15.74,228.9,0.69,2.25,1,26.86,54.41,18.35,0.1,-0.49,0.0772
0.08,51.32,84.72,0,NA,200.22,0.77,2.11,1.47,28.7,52.38,18.14,0.09,-0.4,-0.0401
0.2,-0.64,0.71,98.28,NA,89.04,42.3,9.75,1.04,2.08,35.46,1.9,-1.07,38.86,-0.0693
0.66,8.78,3.01,NA,2.75,79.17,43.56,7.51,1.02,6.37,32.83,3.73,-0.63,40.2,0.0524
0.72,10.33,4.53,11363.03,4.43,84.88,43.59,7,1.08,7.01,34.36,4.63,2.51,40.31,-0.0375
0.66,10.11,6.99,203.24,NA,85.8,43.79,6.2,1.12,5.98,34.7,5.2,-0.55,40.42,-0.0671
0.19,3.06,14.8,-93.47,NA,126.15,64.44,2.52,1.22,0.52,43.73,5.92,0.89,17.16,0.1921
1.75,6.53,16.67,-11.76,4.64,120.93,64.54,2.27,1.24,3.74,43.71,5.9,2.98,18.67,-0.1394
1.98,6.58,17.76,-14.11,4.69,119.89,65.33,2.05,1.21,3.83,43.16,5.73,6.33,19.54,-0.0159
2.08,7.01,18.79,7.82,NA,118.37,68.05,1.99,1.16,3.96,42.88,5.67,6.42,21.2,0.0728
0.44,0.98,4.98,-54.12,NA,36.29,18.38,-13.59,0.65,16,7.92,8.17,1.98,18.17,0.0871
0.59,12.53,4.66,-1.67,8.6,28.38,18.74,-13.91,0.61,24.51,6.54,8.85,-2.56,18.53,-0.03
0.61,25.54,5.43,-25.61,10.63,38.5,19.05,-12.86,0.67,23.68,8.67,7.45,5.52,18.85,0.0863
0.58,12.92,7.17,26.09,NA,23.26,19.34,-12.65,0.68,20.59,5.27,8.25,-0.6,19.16,-0.0345
7.7,2.95,20.38,24.35,NA,83.66,97.31,0.81,0.75,7.77,20,14.92,-2.95,78.03,-0.2021
7.16,6.87,22.24,26.5,6.18,85.04,93.57,0.78,0.73,7.64,19.94,16.45,-2.27,74.45,-0.0077
8.68,8.88,24.81,45.15,6.97,77.41,102.37,0.9,0.78,8.21,19.76,17.15,0.81,82.25,0.051
9.36,8.94,29.08,58.91,NA,77.03,103.21,0.46,0.8,9.55,19.35,18.91,22.5,82.49,0.0821
0.16,33.99,10.05,-2.05,NA,39.63,6.64,2.85,2.98,32.07,23.34,6.21,NA,6.6,0.0117
0.13,37.27,10.39,34.69,34.13,39.07,6.83,2.85,2.62,27.99,23.04,6.55,NA,NA,-0.1634
0.12,37.6,10.59,39.33,35.11,39.3,6.76,2.93,3.13,25.3,23.15,6.52,NA,NA,0.0102
0.13,38.41,10.68,64.2,NA,38.4,7.02,2.76,3.07,26.9,22.82,6.64,NA,NA,-0.0001
-0.09,37.97,9.83,-23.07,NA,119.6,6.97,12.24,0.9,-19.9,45.52,4.12,0.13,6.43,0.0106
0.17,42.15,10.58,-8.03,19.74,117.79,7.08,11.42,0.85,35.33,44.89,4.15,0.2,6.54,-0.1168
0.18,41.73,11.09,40.79,16.44,117.83,7.26,11.2,0.68,34.28,45.4,5.35,0.25,6.7,0.0862
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3011
2.08,38.45,13.57,54.83,NA,55.14,70.84,NA,NA,31.99,6.36,6.74,NA,69.69,0.0819
2.33,41.55,14.82,30.9,17.58,51.98,71.17,NA,NA,31.77,5.95,7.2,NA,70.01,-0.0304
2.32,41.9,15.41,37.28,19.48,46.12,73.34,NA,NA,32.03,5.47,7.91,NA,72.19,0.0935
2.42,42.74,16.4,38.29,NA,39.78,76.09,NA,NA,31.4,4.74,8.02,NA,74.93,-0.043
-0.37,1.2,18.41,-266.44,NA,229.01,11.22,7.11,1.07,-0.62,56.52,4.92,0.25,10.3,-0.0911
0.22,4.46,18.26,-12,61.13,211.64,11.09,6.62,1.07,1.61,54.14,5.49,1.98,10.21,-0.2026
0.1,4.26,18.08,-58.33,59.04,208.08,10.98,6.03,1.01,1.46,52.6,5.28,2.09,10.13,0.406
0.17,4.99,29.31,NA,NA,251.9,9.95,5.33,1.02,1.41,56.16,5.67,-2.19,9.09,0.0407
-78.28,-41.02,-4.58,NA,NA,256.24,501,2.85,0.33,-32.29,46.79,5.25,NA,202.17,-0.0351
41.66,24.19,-0.67,-0.64,-0.25,260.25,482.7,2.67,0.33,17.22,46.41,5.28,14.93,184.1,-0.2705
43.61,25.22,13.78,21.87,5.9,260.97,524.69,2.98,0.35,18.26,49.72,5.25,-96.61,226.34,0.0884
43.56,26.9,15.62,-12.18,NA,269.6,516.81,2.93,0.37,18.02,49.98,4.98,48.75,218.7,-0.0712
0.98,7.39,18.32,15.25,NA,61.57,28.84,0.38,2.64,4.96,31.07,8.99,5,21.97,0.0058
0.84,8.07,17.96,12,16.28,60.54,29.68,0.91,3.58,5.43,32.92,9.07,-2.33,22.8,0.0916
0.7,6.6,17.26,-1.41,17.07,59.8,30.38,0.91,4.12,4.25,33.45,8.92,1.11,23.44,-0.093
0.77,7,16.63,-2.53,NA,59.37,31.15,0.95,4.03,4.6,33.25,8.72,0.63,24.19,-0.0558
0.59,39.66,11.05,78.05,NA,39.62,25.59,2.31,1.4,30.93,24.02,6.61,-0.48,25.59,0.0232
0.53,40.11,12.15,96.3,20.66,39.26,26.36,2.25,1.18,28.68,23.82,7.45,0.16,NA,-0.236
0.63,43.72,11.9,-1.56,21.33,50.28,26.62,2.31,1.44,30.17,28.31,7.02,0.5,26.62,-0.0072
0.63,41.63,12.65,57.5,NA,40.09,27.34,2.25,1.87,28.91,24.19,7.61,-0.07,27.34,-0.0237
0.99,5.37,12.05,-18.99,NA,44.97,45.94,1.05,1.28,2.78,24.33,7.27,3.22,31.58,0.1526
0.36,4.09,12.15,-53.85,11.19,60.79,51.21,2.29,0.9,1.2,31.21,6.48,-1.54,35.86,-0.1593
0.86,4.43,12.36,-17.31,11.08,41.1,47.58,1.5,1.25,2.72,21.32,6.85,0.71,33.22,0.0111
0.53,4.78,12.14,-53.1,NA,57.31,48.24,2.26,1.36,1.66,30.63,5.77,1.63,33.88,0.0197
0.22,6.6,41.61,37.48,NA,223.95,115.19,7.77,1.22,0.54,59.84,3.5,-7.76,-66.62,-0.0249
3.13,10.11,41.85,57.29,49.22,208.81,117.55,7.54,1.28,2.55,58.19,3.99,13.51,-68.76,-0.1948
-4.33,10.3,39.59,-11.39,45.65,221.44,112.68,8.32,1.21,-2.39,59.25,4.11,27.1,-82.29,0.1614
-0.87,10.71,47.61,86.53,NA,231.13,115.78,7.53,1.11,-0.16,60.21,4.85,-25.56,-85.76,-0.0101
2.65,11.2,9.76,-4.4,NA,71.19,166.88,NA,NA,21.02,10.64,5.65,NA,160.8,-0.0465
3.13,31.63,9.23,-13.3,16.71,88,170.72,NA,NA,24.54,14.27,5.13,NA,164.65,-0.0697
3.39,33.16,8.41,-27.41,17.01,84.66,173.08,NA,NA,24.49,13.88,4.5,NA,166.66,0.0677
3.51,29.61,8.24,14.71,NA,69.46,175.78,NA,NA,26.05,11.3,4.6,NA,168.58,-0.0875
0.92,32.14,75.41,-33.68,NA,15.98,15.12,-0.21,2.91,21.8,11.79,60.14,0.52,15.12,0.1816
2.12,48.17,64.14,-40.11,26.28,16.42,13.74,-0.37,1.73,43.6,9.86,50.73,1.35,NA,-0.2592
2.4,44.3,54.31,-5.51,30.49,13,16.08,-0.44,2.85,42.68,9.72,43.61,4.2,NA,-0.0521
0.8,25.28,39.76,-66.53,NA,10.9,16.94,-0.53,3.39,29.25,8.57,32.45,0.07,NA,-0.1296
17.06,16.42,17.69,56.04,NA,78.17,406.61,3.97,1.23,12.14,36.51,8.89,24.39,373.65,-0.0056
14.16,16.94,18.54,31.23,8.21,71.69,419.81,3.92,1.21,13.51,34.99,9.46,-9.66,386.85,0.0976
15.74,16.78,19.51,28.81,8.3,75.7,422.61,3.84,1.11,14.07,36.1,9.72,9.84,389.65,-0.002
15.83,17.56,19.44,26.25,NA,72.27,438.43,3.69,1.12,13.55,35.07,9.96,10.79,405.47,0.0454
0.28,47.2,14.31,31.25,NA,100.2,12.58,5.19,1.53,25.19,41.85,5.78,0.03,12.58,-0.1092
0.33,48.41,14.81,27.24,5.6,95.1,12.95,5.04,1.34,32.9,40.66,6.14,-0.15,12.95,0.0356
0.35,48.44,15.98,49.57,6.06,101.57,13.04,4.84,1.39,32.04,42.04,6.3,-0.22,NA,-0.0659
0.37,47.54,16.15,35.04,NA,97.81,13.43,4.7,1.37,32.62,40.9,6.65,-0.05,13.43,0.0064
2.13,10.58,13.55,115.31,NA,21.98,52.95,0.53,1.62,10.97,15,11.23,-0.62,41.83,0.0943
1.57,11.7,14.48,-0.63,5.04,20.01,52.38,0.36,1.48,8.58,12.66,11.71,0.17,41.54,0.0492
1.49,10.05,14.64,19.2,5.48,19.12,53.85,0.45,1.59,8.37,12.73,11.76,0.44,43.31,0.069
1.41,10.37,15.11,-2.08,NA,23.35,53.07,0.63,1.53,7.89,15.43,11.7,-0.09,42.23,-0.0402
